Date,Name of State / UT,Total Confirmed cases (Indian National),Total Confirmed cases ( Foreign National ),Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
10-03-2020,Telengana,1,0,0,18.1124,79.0193,0,1
10-03-2020,Union Territory of Jammu and Kashmir,1,0,0,33.7782,76.5762,0,1
10-03-2020,Union Territory of Ladakh,2,0,0,34.2996,78.2932,0,2
10-03-2020,Uttar Pradesh,7,0,0,26.8467,80.9462,0,7
11-03-2020,Delhi,5,0,0,28.7041,77.1025,0,5
11-03-2020,Haryana,0,14,0,29.0588,76.0856,0,14
11-03-2020,Karnataka,4,0,0,15.3173,75.7139,0,4
11-03-2020,Kerala,17,0,3,10.8505,76.2711,0,17
11-03-2020,Maharashtra,10,0,0,19.7515,75.7139,0,10
11-03-2020,Punjab,1,0,0,31.1471,75.3412,0,1
11-03-2020,Rajasthan,1,2,0,27.0238,74.2179,0,3
11-03-2020,Tamil Nadu,1,0,0,11.1271,78.6569,0,1
11-03-2020,Telengana,1,0,0,18.1124,79.0193,0,1
11-03-2020,Union Territory of Jammu and Kashmir,1,0,0,33.7782,76.5762,0,1
11-03-2020,Union Territory of Ladakh,2,0,0,34.2996,78.2932,0,2
11-03-2020,Uttar Pradesh,9,0,0,26.8467,80.9462,0,9
12-03-2020,Andhra Pradesh,1,0,0,15.9129,79.74,0,1
12-03-2020,Delhi,6,0,0,28.7041,77.1025,0,6
12-03-2020,Haryana,0,14,0,29.0588,76.0856,0,14
12-03-2020,Karnataka,4,0,0,15.3173,75.7139,1,4
12-03-2020,Kerala,17,0,3,10.8505,76.2711,0,17
12-03-2020,Maharashtra,11,0,0,19.7515,75.7139,0,11
12-03-2020,Punjab,1,0,0,31.1471,75.3412,0,1
12-03-2020,Rajasthan,1,2,0,27.0238,74.2179,0,3
12-03-2020,Tamil Nadu,1,0,0,11.1271,78.6569,0,1
12-03-2020,Telengana,1,0,0,18.1124,79.0193,0,1
12-03-2020,Union Territory of Jammu and Kashmir,1,0,0,33.7782,76.5762,0,1
12-03-2020,Union Territory of Ladakh,3,0,0,34.2996,78.2932,0,3
12-03-2020,Uttar Pradesh,10,1,0,26.8467,80.9462,0,11
13-03-2020,Andhra Pradesh,1,0,0,15.9129,79.74,0,1
13-03-2020,Delhi,6,0,0,28.7041,77.1025,0,6
13-03-2020,Haryana,0,14,0,29.0588,76.0856,0,14
13-03-2020,Karnataka,5,0,0,15.3173,75.7139,1,5
13-03-2020,Kerala,17,0,3,10.8505,76.2711,0,17
13-03-2020,Maharashtra,11,0,0,19.7515,75.7139,0,11
13-03-2020,Punjab,1,0,0,31.1471,75.3412,0,1
13-03-2020,Rajasthan,1,2,0,27.0238,74.2179,0,3
13-03-2020,Tamil Nadu,1,0,0,11.1271,78.6569,0,1
13-03-2020,Telengana,1,0,0,18.1124,79.0193,0,1
13-03-2020,Union Territory of Jammu and Kashmir,1,0,0,33.7782,76.5762,0,1
13-03-2020,Union Territory of Ladakh,3,0,0,34.2996,78.2932,0,3
13-03-2020,Uttar Pradesh,10,1,0,26.8467,80.9462,0,11
14-03-2020,Andhra Pradesh,1,0,0,15.9129,79.74,0,1
14-03-2020,Delhi,7,0,1,28.7041,77.1025,1,7
14-03-2020,Haryana,0,14,0,29.0588,76.0856,0,14
14-03-2020,Karnataka,6,0,0,15.3173,75.7139,1,6
14-03-2020,Kerala,19,0,3,10.8505,76.2711,0,19
14-03-2020,Maharashtra,14,0,0,19.7515,75.7139,0,14
14-03-2020,Punjab,1,0,0,31.1471,75.3412,0,1
14-03-2020,Rajasthan,1,2,1,27.0238,74.2179,0,3
14-03-2020,Tamil Nadu,1,0,0,11.1271,78.6569,0,1
14-03-2020,Telengana,1,0,0,18.1124,79.0193,0,1
14-03-2020,Union Territory of Jammu and Kashmir,2,0,0,33.7782,76.5762,0,2
14-03-2020,Union Territory of Ladakh,3,0,0,34.2996,78.2932,0,3
14-03-2020,Uttar Pradesh,11,1,5,26.8467,80.9462,0,12
15-03-2020,Andhra Pradesh,1,0,0,15.9129,79.74,0,1
15-03-2020,Delhi,7,0,2,28.7041,77.1025,1,7
15-03-2020,Haryana,0,14,0,29.0588,76.0856,0,14
15-03-2020,Karnataka,6,0,0,15.3173,75.7139,1,6
15-03-2020,Kerala,23,0,3,10.8505,76.2711,0,23
15-03-2020,Maharashtra,32,0,0,19.7515,75.7139,0,32
15-03-2020,Punjab,1,0,0,31.1471,75.3412,0,1
15-03-2020,Rajasthan,2,2,3,27.0238,74.2179,0,4
15-03-2020,Tamil Nadu,1,0,0,11.1271,78.6569,0,1
15-03-2020,Telengana,3,0,1,18.1124,79.0193,0,3
15-03-2020,Union Territory of Jammu and Kashmir,2,0,0,33.7782,76.5762,0,2
15-03-2020,Union Territory of Ladakh,3,0,0,34.2996,78.2932,0,3
15-03-2020,Uttar Pradesh,12,1,4,26.8467,80.9462,0,13
15-03-2020,Uttarakhand,1,0,0,30.0668,79.0193,0,1
16-03-2020,Andhra Pradesh,1,0,0,15.9129,79.74,0,1
16-03-2020,Delhi,7,0,2,28.7041,77.1025,1,7
16-03-2020,Haryana,0,14,0,29.0588,76.0856,0,14
16-03-2020,Karnataka,6,0,0,15.3173,75.7139,1,6
16-03-2020,Kerala,23,0,3,10.8505,76.2711,0,23
16-03-2020,Maharashtra,32,0,0,19.7515,75.7139,0,32
16-03-2020,Odisha,1,0,0,20.9517,85.0985,0,1
16-03-2020,Punjab,1,0,0,31.1471,75.3412,0,1
16-03-2020,Rajasthan,2,2,3,27.0238,74.2179,0,4
16-03-2020,Tamil Nadu,1,0,0,11.1271,78.6569,0,1
16-03-2020,Telengana,3,0,1,18.1124,79.0193,0,3
16-03-2020,Union Territory of Jammu and Kashmir,3,0,0,33.7782,76.5762,0,3
16-03-2020,Union Territory of Ladakh,4,0,0,34.2996,78.2932,0,4
16-03-2020,Uttar Pradesh,12,1,4,26.8467,80.9462,0,13
16-03-2020,Uttarakhand,1,0,0,30.0668,79.0193,0,1
17-03-2020,Andhra Pradesh,1,0,0,15.9129,79.74,0,1
17-03-2020,Delhi,8,0,2,28.7041,77.1025,1,8
17-03-2020,Haryana,1,14,0,29.0588,76.0856,0,15
17-03-2020,Karnataka,11,0,0,15.3173,75.7139,1,11
17-03-2020,Kerala,24,2,3,10.8505,76.2711,0,26
17-03-2020,Maharashtra,36,3,0,19.7515,75.7139,1,39
17-03-2020,Odisha,1,0,0,20.9517,85.0985,0,1
17-03-2020,Punjab,1,0,0,31.1471,75.3412,0,1
17-03-2020,Rajasthan,2,2,3,27.0238,74.2179,0,4
17-03-2020,Tamil Nadu,1,0,0,11.1271,78.6569,0,1
17-03-2020,Telengana,3,2,1,18.1124,79.0193,0,5
17-03-2020,Union Territory of Jammu and Kashmir,3,0,0,33.7782,76.5762,0,3
17-03-2020,Union Territory of Ladakh,6,0,0,34.2996,78.2932,0,6
17-03-2020,Uttar Pradesh,14,1,5,26.8467,80.9462,0,15
17-03-2020,Uttarakhand,1,0,0,30.0668,79.0193,0,1
18-03-2020,Andhra Pradesh,1,0,0,15.9129,79.74,0,1
18-03-2020,Delhi,9,1,2,28.7041,77.1025,1,10
18-03-2020,Haryana,3,14,0,29.0588,76.0856,0,17
18-03-2020,Karnataka,11,0,0,15.3173,75.7139,1,11
18-03-2020,Kerala,25,2,3,10.8505,76.2711,0,27
18-03-2020,Maharashtra,39,3,0,19.7515,75.7139,1,42
18-03-2020,Odisha,1,0,0,20.9517,85.0985,0,1
18-03-2020,Puducherry,1,0,0,11.9416,79.8083,0,1
18-03-2020,Punjab,1,0,0,31.1471,75.3412,0,1
18-03-2020,Rajasthan,2,2,3,27.0238,74.2179,0,4
18-03-2020,Tamil Nadu,1,0,0,11.1271,78.6569,0,1
18-03-2020,Telengana,4,2,1,18.1124,79.0193,0,6
18-03-2020,Union Territory of Jammu and Kashmir,3,0,0,33.7782,76.5762,0,3
18-03-2020,Union Territory of Ladakh,8,0,0,34.2996,78.2932,0,8
18-03-2020,Uttar Pradesh,15,1,5,26.8467,80.9462,0,16
18-03-2020,Uttarakhand,1,0,0,30.0668,79.0193,0,1
18-03-2020,West Bengal,1,0,0,22.9868,87.855,0,1
19-03-2020,Andhra Pradesh,2,0,0,15.9129,79.74,0,2
19-03-2020,Chhattisgarh,1,0,0,21.2787,81.8661,0,1
19-03-2020,Delhi,11,1,3,28.7041,77.1025,1,12
19-03-2020,Haryana,3,14,0,29.0588,76.0856,0,17
19-03-2020,Karnataka,14,0,0,15.3173,75.7139,1,14
19-03-2020,Kerala,25,2,3,10.8505,76.2711,0,27
19-03-2020,Maharashtra,44,3,0,19.7515,75.7139,1,47
19-03-2020,Odisha,1,0,0,20.9517,85.0985,0,1
19-03-2020,Puducherry,1,0,0,11.9416,79.8083,0,1
19-03-2020,Punjab,2,0,0,31.1471,75.3412,1,2
19-03-2020,Rajasthan,5,2,3,27.0238,74.2179,0,7
19-03-2020,Tamil Nadu,2,0,1,11.1271,78.6569,0,2
19-03-2020,Telengana,4,2,1,18.1124,79.0193,0,6
19-03-2020,Union Territory of Chandigarh,1,0,0,30.7333,76.7794,0,1
19-03-2020,Union Territory of Jammu and Kashmir,4,0,0,33.7782,76.5762,0,4
19-03-2020,Union Territory of Ladakh,8,0,0,34.2996,78.2932,0,8
19-03-2020,Uttar Pradesh,18,1,9,26.8467,80.9462,0,19
19-03-2020,Uttarakhand,1,0,0,30.0668,79.0193,0,1
19-03-2020,West Bengal,1,0,0,22.9868,87.855,0,1
20-03-2020,Andhra Pradesh,2,0,0,15.9129,79.74,0,2
20-03-2020,Chhattisgarh,1,0,0,21.2787,81.8661,0,1
20-03-2020,Delhi,16,1,3,28.7041,77.1025,1,17
20-03-2020,Gujarat,2,0,0,22.2587,71.1924,0,2
20-03-2020,Haryana,3,14,0,29.0588,76.0856,0,17
20-03-2020,Karnataka,15,0,0,15.3173,75.7139,1,15
20-03-2020,Kerala,26,2,3,10.8505,76.2711,0,28
20-03-2020,Maharashtra,44,3,0,19.7515,75.7139,1,47
20-03-2020,Odisha,1,0,0,20.9517,85.0985,0,1
20-03-2020,Puducherry,1,0,0,11.9416,79.8083,0,1
20-03-2020,Punjab,2,0,0,31.1471,75.3412,1,2
20-03-2020,Rajasthan,5,2,3,27.0238,74.2179,0,7
20-03-2020,Tamil Nadu,3,0,1,11.1271,78.6569,0,3
20-03-2020,Telengana,7,9,1,18.1124,79.0193,0,16
20-03-2020,Union Territory of Chandigarh,1,0,0,30.7333,76.7794,0,1
20-03-2020,Union Territory of Jammu and Kashmir,4,0,0,33.7782,76.5762,0,4
20-03-2020,Union Territory of Ladakh,10,0,0,34.2996,78.2932,0,10
20-03-2020,Uttar Pradesh,18,1,9,26.8467,80.9462,0,19
20-03-2020,Uttarakhand,1,0,0,30.0668,79.0193,0,1
20-03-2020,West Bengal,1,0,0,22.9868,87.855,0,1
21-03-2020,Andhra Pradesh,3,0,0,15.9129,79.74,0,3
21-03-2020,Chandigarh,1,0,0,30.7333,76.7794,0,1
21-03-2020,Chhattisgarh,1,0,0,21.2787,81.8661,0,1
21-03-2020,Delhi,25,1,5,28.7041,77.1025,1,26
21-03-2020,Gujarat,7,0,0,22.2587,71.1924,0,7
21-03-2020,Haryana,3,14,0,29.0588,76.0856,0,17
21-03-2020,Himachal Pradesh,2,0,0,31.1048,77.1734,0,2
21-03-2020,Jammu and Kashmir,4,0,0,33.7782,76.5762,0,4
21-03-2020,Karnataka,15,0,1,15.3173,75.7139,1,15
21-03-2020,Kerala,33,7,3,10.8505,76.2711,0,40
21-03-2020,Ladakh,13,0,0,34.2996,78.2932,0,13
21-03-2020,Madhya Pradesh,4,0,0,22.9734,78.6569,0,4
21-03-2020,Maharashtra,60,3,0,19.7515,75.7139,1,63
21-03-2020,Odisha,2,0,0,20.9517,85.0985,0,2
21-03-2020,Puducherry,1,0,0,11.9416,79.8083,0,1
21-03-2020,Punjab,13,0,0,31.1471,75.3412,1,13
21-03-2020,Rajasthan,15,2,3,27.0238,74.2179,0,17
21-03-2020,Tamil Nadu,3,0,1,11.1271,78.6569,0,3
21-03-2020,Telengana,10,11,1,18.1124,79.0193,0,21
21-03-2020,Uttar Pradesh,23,1,9,26.8467,80.9462,0,24
21-03-2020,Uttarakhand,3,0,0,30.0668,79.0193,0,3
21-03-2020,West Bengal,3,0,0,22.9868,87.855,0,3
22-03-2020,Andhra Pradesh,5,0,0,15.9129,79.74,0,5
22-03-2020,Bihar,2,0,0,25.0961,85.3131,1,2
22-03-2020,Chandigarh,5,0,0,30.7333,76.7794,0,5
22-03-2020,Chhattisgarh,1,0,0,21.2787,81.8661,0,1
22-03-2020,Delhi,28,1,5,28.7041,77.1025,1,29
22-03-2020,Gujarat,18,0,0,22.2587,71.1924,1,18
22-03-2020,Haryana,7,14,0,29.0588,76.0856,0,21
22-03-2020,Himachal Pradesh,2,0,0,31.1048,77.1734,0,2
22-03-2020,Jammu and Kashmir,4,0,0,33.7782,76.5762,0,4
22-03-2020,Karnataka,26,0,2,15.3173,75.7139,1,26
22-03-2020,Kerala,45,7,3,10.8505,76.2711,0,52
22-03-2020,Ladakh,13,0,0,34.2996,78.2932,0,13
22-03-2020,Madhya Pradesh,4,0,0,22.9734,78.6569,0,4
22-03-2020,Maharashtra,64,3,0,19.7515,75.7139,2,67
22-03-2020,Odisha,2,0,0,20.9517,85.0985,0,2
22-03-2020,Puducherry,1,0,0,11.9416,79.8083,0,1
22-03-2020,Punjab,21,0,0,31.1471,75.3412,1,21
22-03-2020,Rajasthan,22,2,3,27.0238,74.2179,0,24
22-03-2020,Tamil Nadu,5,2,1,11.1271,78.6569,0,7
22-03-2020,Telengana,11,11,1,18.1124,79.0193,0,22
22-03-2020,Uttar Pradesh,26,1,9,26.8467,80.9462,0,27
22-03-2020,Uttarakhand,3,0,0,30.0668,79.0193,0,3
22-03-2020,West Bengal,4,0,0,22.9868,87.855,0,4
23-03-2020,Andhra Pradesh,7,0,0,15.9129,79.74,0,7
23-03-2020,Bihar,2,0,0,25.0961,85.3131,1,2
23-03-2020,Chandigarh,6,0,0,30.7333,76.7794,0,6
23-03-2020,Chhattisgarh,1,0,0,21.2787,81.8661,0,1
23-03-2020,Delhi,28,1,5,28.7041,77.1025,1,29
23-03-2020,Gujarat,29,0,0,22.2587,71.1924,1,29
23-03-2020,Haryana,12,14,11,29.0588,76.0856,0,26
23-03-2020,Himachal Pradesh,2,0,0,31.1048,77.1734,0,2
23-03-2020,Jammu and Kashmir,4,0,0,33.7782,76.5762,0,4
23-03-2020,Karnataka,33,0,2,15.3173,75.7139,1,33
23-03-2020,Kerala,60,7,3,10.8505,76.2711,0,67
23-03-2020,Ladakh,13,0,0,34.2996,78.2932,0,13
23-03-2020,Madhya Pradesh,6,0,0,22.9734,78.6569,0,6
23-03-2020,Maharashtra,71,3,0,19.7515,75.7139,2,74
23-03-2020,Odisha,2,0,0,20.9517,85.0985,0,2
23-03-2020,Puducherry,1,0,0,11.9416,79.8083,0,1
23-03-2020,Punjab,21,0,0,31.1471,75.3412,1,21
23-03-2020,Rajasthan,26,2,3,27.0238,74.2179,0,28
23-03-2020,Tamil Nadu,7,2,1,11.1271,78.6569,0,9
23-03-2020,Telengana,22,10,1,18.1124,79.0193,0,32
23-03-2020,Uttar Pradesh,30,1,9,26.8467,80.9462,0,31
23-03-2020,Uttarakhand,3,0,0,30.0668,79.0193,0,3
23-03-2020,West Bengal,7,0,0,22.9868,87.855,1,7
24-03-2020,Andhra Pradesh,8,0,0,15.9129,79.74,0,8
24-03-2020,Bihar,3,0,0,25.0961,85.3131,1,3
24-03-2020,Chandigarh,7,0,0,30.7333,76.7794,0,7
24-03-2020,Chhattisgarh,1,0,0,21.2787,81.8661,0,1
24-03-2020,Delhi,29,1,6,28.7041,77.1025,2,30
24-03-2020,Gujarat,32,1,0,22.2587,71.1924,1,33
24-03-2020,Haryana,14,14,11,29.0588,76.0856,0,28
24-03-2020,Himachal Pradesh,3,0,0,31.1048,77.1734,1,3
24-03-2020,Jammu and Kashmir,4,0,0,33.7782,76.5762,0,4
24-03-2020,Karnataka,37,0,3,15.3173,75.7139,1,37
24-03-2020,Kerala,87,8,4,10.8505,76.2711,0,95
24-03-2020,Ladakh,13,0,0,34.2996,78.2932,0,13
24-03-2020,Madhya Pradesh,7,0,0,22.9734,78.6569,0,7
24-03-2020,Maharashtra,86,3,0,19.7515,75.7139,2,89
24-03-2020,Manipur,1,0,0,24.6637,93.9063,0,1
24-03-2020,Odisha,2,0,0,20.9517,85.0985,0,2
24-03-2020,Puducherry,1,0,0,11.9416,79.8083,0,1
24-03-2020,Punjab,29,0,0,31.1471,75.3412,1,29
24-03-2020,Rajasthan,30,2,3,27.0238,74.2179,0,32
24-03-2020,Tamil Nadu,13,2,1,11.1271,78.6569,0,15
24-03-2020,Telengana,25,10,1,18.1124,79.0193,0,35
24-03-2020,Uttar Pradesh,32,1,11,26.8467,80.9462,0,33
24-03-2020,Uttarakhand,3,1,0,30.0668,79.0193,0,4
24-03-2020,West Bengal,9,0,0,22.9868,87.855,1,9
25-03-2020,Andhra Pradesh,9,0,1,15.9129,79.74,0,9
25-03-2020,Bihar,4,0,0,25.0961,85.3131,1,4
25-03-2020,Chandigarh,7,0,0,30.7333,76.7794,0,7
25-03-2020,Chhattisgarh,1,0,0,21.2787,81.8661,0,1
25-03-2020,Delhi,30,1,6,28.7041,77.1025,1,31
25-03-2020,Gujarat,37,1,0,22.2587,71.1924,1,38
25-03-2020,Haryana,14,14,11,29.0588,76.0856,0,28
25-03-2020,Himachal Pradesh,3,0,0,31.1048,77.1734,1,3
25-03-2020,Jammu and Kashmir,7,0,1,33.7782,76.5762,0,7
25-03-2020,Karnataka,41,0,3,15.3173,75.7139,1,41
25-03-2020,Kerala,101,8,4,10.8505,76.2711,0,109
25-03-2020,Ladakh,13,0,0,34.2996,78.2932,0,13
25-03-2020,Madhya Pradesh,14,0,0,22.9734,78.6569,0,14
25-03-2020,Maharashtra,125,3,1,19.7515,75.7139,3,128
25-03-2020,Manipur,1,0,0,24.6637,93.9063,0,1
25-03-2020,Mizoram,1,0,0,23.1645,92.9376,0,1
25-03-2020,Odisha,2,0,0,20.9517,85.0985,0,2
25-03-2020,Puducherry,1,0,0,11.9416,79.8083,0,1
25-03-2020,Punjab,29,0,0,31.1471,75.3412,1,29
25-03-2020,Rajasthan,34,2,3,27.0238,74.2179,0,36
25-03-2020,Tamil Nadu,16,2,1,11.1271,78.6569,0,18
25-03-2020,Telengana,25,10,1,18.1124,79.0193,0,35
25-03-2020,Uttar Pradesh,36,1,11,26.8467,80.9462,0,37
25-03-2020,Uttarakhand,3,1,0,30.0668,79.0193,0,4
25-03-2020,West Bengal,9,0,0,22.9868,87.855,1,9
26-03-2020,Andaman and Nicobar Islands,1,0,0,11.7401,92.6586,0,1
26-03-2020,Andhra Pradesh,11,0,1,15.9129,79.74,0,11
26-03-2020,Bihar,6,0,0,25.0961,85.3131,1,6
26-03-2020,Chandigarh,7,0,0,30.7333,76.7794,0,7
26-03-2020,Chhattisgarh,6,0,0,21.2787,81.8661,0,6
26-03-2020,Delhi,35,1,6,28.7041,77.1025,1,36
26-03-2020,Goa,3,0,0,15.2993,74.124,0,3
26-03-2020,Gujarat,42,1,0,22.2587,71.1924,3,43
26-03-2020,Haryana,16,14,11,29.0588,76.0856,0,30
26-03-2020,Himachal Pradesh,3,0,0,31.1048,77.1734,1,3
26-03-2020,Jammu and Kashmir,13,0,1,33.7782,76.5762,1,13
26-03-2020,Karnataka,55,0,3,15.3173,75.7139,2,55
26-03-2020,Kerala,110,8,6,10.8505,76.2711,0,118
26-03-2020,Ladakh,13,0,0,34.2996,78.2932,0,13
26-03-2020,Madhya Pradesh,20,0,0,22.9734,78.6569,1,20
26-03-2020,Maharashtra,121,3,1,19.7515,75.7139,3,124
26-03-2020,Manipur,1,0,0,24.6637,93.9063,0,1
26-03-2020,Mizoram,1,0,0,23.1645,92.9376,0,1
26-03-2020,Odisha,2,0,0,20.9517,85.0985,0,2
26-03-2020,Puducherry,1,0,0,11.9416,79.8083,0,1
26-03-2020,Punjab,33,0,0,31.1471,75.3412,1,33
26-03-2020,Rajasthan,39,2,3,27.0238,74.2179,0,41
26-03-2020,Tamil Nadu,20,6,1,11.1271,78.6569,1,26
26-03-2020,Telengana,34,10,1,18.1124,79.0193,0,44
26-03-2020,Uttar Pradesh,40,1,11,26.8467,80.9462,0,41
26-03-2020,Uttarakhand,4,1,0,30.0668,79.0193,0,5
26-03-2020,West Bengal,10,0,0,22.9868,87.855,1,10
27-03-2020,Andaman and Nicobar Islands,1,0,0,11.7401,92.6586,0,1
27-03-2020,Andhra Pradesh,12,0,1,15.9129,79.74,0,12
27-03-2020,Bihar,6,0,0,25.0961,85.3131,1,6
27-03-2020,Chandigarh,7,0,0,30.7333,76.7794,0,7
27-03-2020,Chhattisgarh,6,0,0,21.2787,81.8661,0,6
27-03-2020,Delhi,35,1,6,28.7041,77.1025,1,36
27-03-2020,Goa,3,0,0,15.2993,74.124,0,3
27-03-2020,Gujarat,42,1,0,22.2587,71.1924,3,43
27-03-2020,Haryana,16,14,11,29.0588,76.0856,0,30
27-03-2020,Himachal Pradesh,3,0,0,31.1048,77.1734,1,3
27-03-2020,Jammu and Kashmir,13,0,1,33.7782,76.5762,1,13
27-03-2020,Karnataka,55,0,3,15.3173,75.7139,2,55
27-03-2020,Kerala,129,8,11,10.8505,76.2711,0,137
